what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"gtk",1359038760553
locale,sysinfo,,,"en_US",1359038760553
processors,sysinfo,,,"4",1359038760553
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359038760553
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1359038760553
java.specification.name,sysinfo,,,"Java Platform API Specification",1359038760553
java.specification.vendor,sysinfo,,,"Oracle Corporation",1359038760553
java.specification.version,sysinfo,,,"1.7",1359038760553
java.vendor,sysinfo,,,"Oracle Corporation",1359038760553
java.version,sysinfo,,,"1.7.0_07",1359038760553
java.vm.info,sysinfo,,,"mixed mode",1359038760553
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359038760553
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359038760553
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1359038760553
java.vm.specification.version,sysinfo,,,"1.7",1359038760553
java.vm.vendor,sysinfo,,,"Oracle Corporation",1359038760553
java.vm.version,sysinfo,,,"23.3-b01",1359038760553
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1359038761086
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1359038763035
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1359038763042
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1359038765800
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1359038765803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359038765992
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1359038767933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359038767933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359038767958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359038769705
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1359038795613
