what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1359043531208
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1359043531209
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1359043531210
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1359043531210
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1359043531213
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1359043531214
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1359043531214
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1359043531215
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1359043531215
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1359043531216
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1359043531217
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1359043531218
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1359043531219
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1359043531219
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1359043531220
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1359043531221
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1359043531222
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1359043531222
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1359043531222
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1359043531227
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1359043531228
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359043531228
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1359043531229
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359043531229
os,sysinfo,,,"linux",1359043531233
arch,sysinfo,,,"x86_64",1359043531233
ws,sysinfo,,,"gtk",1359043531233
locale,sysinfo,,,"en_US",1359043531233
processors,sysinfo,,,"4",1359043531233
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359043531233
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1359043531233
java.specification.name,sysinfo,,,"Java Platform API Specification",1359043531233
java.specification.vendor,sysinfo,,,"Oracle Corporation",1359043531233
java.specification.version,sysinfo,,,"1.7",1359043531233
java.vendor,sysinfo,,,"Oracle Corporation",1359043531233
java.version,sysinfo,,,"1.7.0_07",1359043531233
java.vm.info,sysinfo,,,"mixed mode",1359043531233
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359043531233
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359043531233
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1359043531233
java.vm.specification.version,sysinfo,,,"1.7",1359043531233
java.vm.vendor,sysinfo,,,"Oracle Corporation",1359043531233
java.vm.version,sysinfo,,,"23.3-b01",1359043531233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359043535353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359043541499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359043543221
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1359043551446
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1359043551452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359043558068
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1359043558642
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1359043563704
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1359043563760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359043591410
